scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
guardian_inventory,D,scheduleC4[].trusteeAddress,Trustee address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC4[].trusteeCityStateZip,Trustee city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC4[].dateCreated,Trust creation date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,ISO date
guardian_inventory,D,scheduleC4[].accountNumber,Trust account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,Financial identifier
guardian_inventory,D,scheduleC4[].trustType,Trust type,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,Default Pooled
guardian_inventory,D,scheduleC4[].trustAmount,Trust amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleC4[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c4() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleC5[].assetDescription,Asset description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleC5[].ownerName,Owner name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Party name
guardian_inventory,D,scheduleC5[].ownerAddress,Owner address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC5[].ownerCityStateZip,Owner city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC5[].relationshipToWard,Relationship to ward,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Relationship
guardian_inventory,D,scheduleC5[].totalAssetValue,Total asset value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleC5[].jointOwnerPercent,Joint owner percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c5() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,guardians[].name,Guardian name,string,,required,,,none,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,"Primary and co-guardian rows. Floor/max UI-enforced only (addGuardian()/removeGuardian() have no checks of their own). Sync is asymmetric: removeGuardian() splices guardianPartyIds in lockstep, but addGuardian() does not push a new slot -- getPartyIdForSlot()/setPartyIdForSlot() treat the array as sparse/index-addressed instead."
guardian_inventory,D,guardians[].ssnEin,Guardian SSN/EIN,string,ssn-ein,required,,,government-id,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,Sensitive identifier
guardian_inventory,D,guardians[].phone,Guardian phone,string,phone,required,,,none,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,Formatted phone
guardian_inventory,D,guardians[].email,Guardian email,string,email,optional,,,none,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,Email address
guardian_inventory,D,guardians[].streetAddress,Guardian street address,string,,required,,,none,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,Address component
guardian_inventory,D,guardians[].cityStateZip,Guardian city/state/ZIP,string,zip,required,,,none,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,Address component
guardian_inventory,D,guardians[].signatureDate,Guardian signature date,date,iso-date,required,,,none,persisted,input,1,3,1,guardianPartyIds,src/legacy-app.js,mk.guardian() / emptyDataGuardian(),,ISO date
guardian_inventory,D,preparer.name,Preparer name,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Party field
guardian_inventory,D,preparer.ssnEin,Preparer SSN/EIN,string,ssn-ein,optional,,,government-id,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Sensitive identifier
guardian_inventory,D,preparer.phone,Preparer phone,string,phone,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Formatted phone
guardian_inventory,D,preparer.email,Preparer email,string,email,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Email address
guardian_inventory,D,preparer.streetAddress,Preparer street address,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Address component
guardian_inventory,D,preparer.cityStateZip,Preparer city/state/ZIP,string,zip,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Address component
guardian_inventory,D,attorney.name,Attorney name,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Party field
guardian_inventory,D,attorney.barNumber,Attorney bar number,string,bar-number,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Identifier
guardian_inventory,D,attorney.phone,Attorney phone,string,phone,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Formatted phone
guardian_inventory,D,attorney.email,Attorney email,string,email,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Email address
guardian_inventory,D,attorney.streetAddress,Attorney street address,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Address component
guardian_inventory,D,attorney.cityStateZip,Attorney city/state/ZIP,string,zip,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Address component
guardian_inventory,D,attorney.signatureDate,Attorney signature date,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,ISO date
guardian_inventory,D,attorney.filingDate,Attorney filing date,date,iso-date,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Nullable date in initial state
guardian_inventory,D,serviceDate,Service date,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Must be checked against filing period where applicable
guardian_inventory,D,serviceAttorney.email,Service attorney email,string,email,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Email address
guardian_inventory,D,bondAmount,Bond amount,decimal,currency,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Currency amount
guardian_inventory,D,bondPeriodFrom,Bond period from,date,iso-date,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,ISO date
guardian_inventory,D,bondPeriodTo,Bond period to,date,iso-date,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,ISO date
guardian_inventory,D,bondingCompany,Bonding company,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataGuardian(),,Party/company name
plan_simplified,D,q1Residences,Current residence description,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Single free-text response
plan_simplified,D,q2BestPlacement,Best placement response,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Question 2
plan_simplified,D,q3MedicalTreatment,Medical treatment response,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Question 3
plan_simplified,D,q4Diagnosis,Diagnosis response,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Question 4
plan_simplified,D,q5SocialServices,Personal/social services,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Question 5
plan_simplified,D,q6Interaction,Ward interaction,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Question 6
plan_simplified,D,q7RestoreRights,Restore rights choice,enum,,required,,Yes; No,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Yes/No; explicit unanswered state needed
plan_simplified,D,q7RestoreExplain,Restore rights explanation,string,,conditional,q7RestoreRights is Yes,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Required when q7RestoreRights is Yes
plan_simplified,D,q8DNR,Do Not Resuscitate directive,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Checkbox
plan_simplified,D,q8LivingWill,Living will directive,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Checkbox
plan_simplified,D,q8Surrogate,Health care surrogate,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Checkbox
plan_simplified,D,q8POA,Power of attorney,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Checkbox
plan_simplified,D,q8Other,Other directive,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Checkbox
plan_simplified,D,q8OtherText,Other directive detail,string,,conditional,q8Other is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Required when q8Other is true
plan_simplified,D,q8None,None of the above,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Mutually exclusive answer candidate
plan_simplified,D,q9Remuneration,Remuneration response,enum,,required,,Yes; No,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Tri-state Yes/No; new records begin unanswered ('')
plan_simplified,D,q9RemunerationExplain,Remuneration explanation,string,,conditional,q9Remuneration is Yes,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Conditional explanation
plan_simplified,D,printAnnotations.pdfBytes,Saved annotated PDF (base64),string,base64-pdf,optional,,,personal,persisted,input,,,,,src/core/pdf/pdf-preview.js,mountAnnotateToolbar() save handler,,"Milestone 39-A spike, pilot-only. Full saveDocument() output persisted so a matching-fingerprint reopen can display the annotated PDF instead of a fresh unannotated one; not part of any validated answer. Classified personal (not none) because a FreeText note is filer-typed free text that could contain anything."
plan_simplified,D,printAnnotations.contentFingerprint,Annotated PDF content fingerprint,string,,optional,,,none,persisted,derived,,,,,src/core/pdf/pdf-annotate.js,computeContentFingerprint(),,"Milestone 39-A. Hash of the underlying (unannotated) filing content at capture time; used to detect drift and discard stale annotations on reopen, per MILESTONE-39-PROPOSAL.md's ""Persistence design."""
plan_simplified,D,printAnnotations.capturedAt,Annotated PDF save timestamp,date,iso-date,optional,,,none,persisted,derived,,,,,src/core/pdf/pdf-preview.js,mountAnnotateToolbar() save handler,,Milestone 39-A. When the annotated PDF was last saved.
plan_simplified,D,planGuardians[].name,Plan guardian name,string,,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/core/state.js,emptyDataPlanSimplified(),,"Repeatable signature row. SCHEDULE_SCHEMAS.planGuardians declares floor:1/max:3, but no addCollectionRow('planGuardians',...) call exists anywhere -- every Plan type hard-seeds a fixed-length array with no add/remove UI (only a per-row ""Link Person"" button). The schema entry is dead code for this field. Party-ID sync happens positionally via getPartyIdForSlot('guardian', index) against the same never-resized array."
plan_simplified,D,planGuardians[].signatureDate,Guardian signature date,date,iso-date,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/core/state.js,emptyDataPlanSimplified(),,ISO date
plan_simplified,D,planGuardians[].email,Guardian email,string,email,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/core/state.js,emptyDataPlanSimplified(),,Email address
plan_simplified,D,planGuardians[].phone,Guardian phone,string,phone,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/core/state.js,emptyDataPlanSimplified(),,Formatted phone
plan_simplified,D,planGuardians[].mailingAddress,Guardian mailing address,string,,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/core/state.js,emptyDataPlanSimplified(),,Combined address
plan_annual,D,rights.marry,Right to marry status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.vote,Right to vote status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.govBenefits,Right to apply for government benefits status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.driver,Right to hold driver's license status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.travel,Right to travel status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.employment,Right to seek or retain employment status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.contract,Right to contract status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.sue,Right to sue and be sued status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.property,Right to manage/dispose of property status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.residence,Right to determine residence status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.medical,Right to consent to medical treatment status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,rights.social,Right to make social-environment decisions status,enum,,required,,PLAN_RIGHT_STATES,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured right state
plan_annual,D,adls.eating,Eating ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.prepareMeals,Prepare meals ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.heavyChores,Heavy chores ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.lightHousekeeping,Light housekeeping ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.managingMoney,Managing money ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.dressing,Dressing ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.transportation,Transportation ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.walking,Walking/mobility rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.toileting,Toileting ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.stairs,Climbing stairs ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.transferring,Transfer ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.laundry,Laundry ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.shopping,Shopping ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.bathing,Bathing ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.grooming,Grooming ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,adls.medication,Medication administration ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured ADL rating
plan_annual,D,benefits.socialSecurity.eligible,Social Security eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.ssdi.eligible,SSDI eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.hmo.eligible,HMO eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.ssi.eligible,SSI eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.stateSupplement.eligible,State supplement eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.institutionalCare.eligible,Institutional care program eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.supplementalIns.eligible,Supplemental insurance eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.pension.eligible,Pension eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.medicare.eligible,Medicare eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.medicaid.eligible,Medicaid eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.trusts.eligible,Trust benefit eligibility,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.socialSecurity.appliedFor,Social Security applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.ssdi.appliedFor,SSDI applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.hmo.appliedFor,HMO applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.ssi.appliedFor,SSI applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.stateSupplement.appliedFor,State supplement applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.institutionalCare.appliedFor,Institutional care program applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.supplementalIns.appliedFor,Supplemental insurance applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.pension.appliedFor,Pension applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.medicare.appliedFor,Medicare applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.medicaid.appliedFor,Medicaid applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,benefits.trusts.appliedFor,Trust benefit applied-for status,boolean,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanAnnual(),,Configured benefit key
plan_annual,D,q1Residences[].name,Residence/facility name,string,,conditional,populated row,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,Repeatable row
plan_annual,D,q1Residences[].facilityType,Facility type,string,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,Repeatable row
plan_annual,D,q1Residences[].street,Residence street,string,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,Address component
plan_annual,D,q1Residences[].cityStateZip,Residence city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,Address component
plan_annual,D,q1Residences[].phone,Residence phone,string,phone,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,Formatted phone
plan_annual,D,q1Residences[].from,Resided from,date,iso-date,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,ISO date
plan_annual,D,q1Residences[].to,Resided to,date,iso-date,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanResidence() / addPlanRow('q1Residences',...)",,ISO date
plan_annual,D,q4Providers[].name,Provider name,string,,conditional,populated row,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanProvider() / addPlanRow('q4Providers',...)",,Repeatable row
plan_annual,D,q4Providers[].providerType,Provider type,string,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanProvider() / addPlanRow('q4Providers',...)",,Provider classification
plan_annual,D,q4Providers[].visits,Number of visits,integer,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanProvider() / addPlanRow('q4Providers',...)",,Count
plan_annual,D,q4Providers[].street,Provider street,string,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanProvider() / addPlanRow('q4Providers',...)",,Address component
plan_annual,D,q4Providers[].cityStateZip,Provider city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanProvider() / addPlanRow('q4Providers',...)",,Address component
plan_annual,D,q4Providers[].phone,Provider phone,string,phone,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyPlanProvider() / addPlanRow('q4Providers',...)",,Formatted phone
plan_annual,D,planGuardians[].name,Plan guardian name,string,,conditional,primary,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,"Repeatable signature row. Fixed-length, no add/remove UI (only ""Link Person"" per row) -- see plan_simplified.planGuardians note re: SCHEDULE_SCHEMAS.planGuardians being dead code."
plan_annual,D,planGuardians[].ssn,Guardian SSN/EIN,string,ssn-ein,conditional,primary,,government-id,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Sensitive identifier
plan_annual,D,planGuardians[].mailingStreet,Guardian mailing street,string,,conditional,primary,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Address component
plan_annual,D,planGuardians[].mailingCityStateZip,Guardian mailing city/state/ZIP,string,zip,conditional,primary,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Address component
plan_annual,D,planGuardians[].officeStreet,Guardian office street,string,,optional,,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Address component
plan_annual,D,planGuardians[].officeCityStateZip,Guardian office city/state/ZIP,string,zip,optional,,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Address component
plan_annual,D,planGuardians[].phone,Guardian phone,string,phone,conditional,primary,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Formatted phone
plan_annual,D,planGuardians[].email,Guardian email,string,email,optional,,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,Email address
plan_annual,D,planGuardians[].signatureDate,Guardian signature date,date,iso-date,conditional,primary,,none,persisted,input,3,3,3,guardianPartyIds,src/core/state.js,emptyDataPlanAnnual(),,ISO date
plan_initial,D,q2Setting,Best-suited residential setting,enum,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Choice plus q2Explain when Other
plan_initial,D,q3MedPrimary,Primary care service provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedDentist,Dentist service provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedOphthalmologist,Ophthalmologist service provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedSpecialist,Specialist service provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedSpecialistArea,Specialist practice area,string,,conditional,q3MedSpecialist is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when q3MedSpecialist is true
plan_initial,D,q3MedPT,Physical therapy provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedST,Speech therapy provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedOT,Occupational therapy provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedWardDecides,Ward decides medical care,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
